,k,destRegion,originRegion,migrations,originPop,destPop
135,5.82E-06,AustrailiaNewZealand,EastAfrica,55281,312744208,26382450
152,3.13E-07,BalkanPeninsula,EastAfrica,3018,312744208,27436867
215,8.26E-08,Brazil,EastAfrica,1616,312744208,196796269
228,2.81E-05,BritishIsles,EastAfrica,373638,312744208,67406592
261,8.63E-06,Canada,EastAfrica,89821,312744208,34005274
320,8.98E-08,Caribbean,EastAfrica,998,312744208,40878080
353,1.13E-08,CentralAmerica,EastAfrica,206,312744208,160556595
385,1.77E-08,ChineseAsia,EastAfrica,693,312744208,1347978819
431,8.26E-05,EastAfrica,EastAfrica,1909459,312744208,312744208
438,3.56E-07,EasternEurope,EastAfrica,8053,312744208,293323902
473,8.89E-06,FrenchEurope,EastAfrica,123816,312744208,76430051
508,9.27E-07,FrenchWestAfrica,EastAfrica,21217,312744208,304167444
542,2.62E-06,GermanEurope,EastAfrica,42275,312744208,114616640
603,7.48E-07,IndianSubcontinent,EastAfrica,31158,312744208,1601926753
644,2.16E-06,ItalianEurope,EastAfrica,28563,312744208,66608219
662,7.16E-08,Japan,EastAfrica,1200,312744208,128070000
695,4.36E-10,Korea,EastAfrica,6,312744208,74145711
721,9.06E-07,Madagascar,EastAfrica,7944,312744208,21151640
761,1.51E-07,Melanesia,EastAfrica,973,312744208,8982274
815,5.15E-06,MiddleAfrica,EastAfrica,81263,312744208,107982268
836,3.22E-06,NordicCountries,EastAfrica,32844,312744208,32071316
875,1.40E-05,NorthAfrica,EastAfrica,278460,312744208,203829916
905,2.41E-08,PersianMiddleEast,EastAfrica,374,312744208,103370678
944,1.22E-05,Portugal,EastAfrica,83212,312744208,10573100
999,4.11E-09,RussianAsia,EastAfrica,51,312744208,55419091
1030,1.81E-06,Somalia,EastAfrica,12990,312744208,12053223
1066,7.74E-08,SoutheastAsia,EastAfrica,2257,312744208,595790239
1106,4.11E-05,SouthernAfrica,EastAfrica,519055,312744208,58410862.36
1140,1.64E-07,Spain,EastAfrica,1915,312744208,46576897
1170,4.06E-08,SpanishSouthAmerica,EastAfrica,797,312744208,198246902
1202,0,Tajikistan,EastAfrica,0,312744208,7641630
1246,4.16E-08,TurkishMiddleEast,EastAfrica,645,312744208,103089615
1266,8.63E-06,USA,EastAfrica,198878,312744208,309413317
13,1.48E-08,Angola,EasternEurope,127,293323902,23369131
69,8.21E-05,ArabicMiddleEast,EasternEurope,1307438,293323902,129306537
74,2.07E-08,ArabicWestAfrica,EasternEurope,91,293323902,3609543
115,1.61E-05,AustrailiaNewZealand,EasternEurope,144580,293323902,26382450
173,1.48E-05,BalkanPeninsula,EasternEurope,135098,293323902,27436867
184,1.18E-06,Brazil,EasternEurope,21901,293323902,196796269
224,2.16E-05,BritishIsles,EasternEurope,271599,293323902,67406592
269,4.54E-05,Canada,EasternEurope,447149,293323902,34005274
319,5.62E-07,Caribbean,EasternEurope,5908,293323902,40878080
327,3.58E-07,CentralAmerica,EasternEurope,6161,293323902,160556595
372,2.01E-07,ChineseAsia,EasternEurope,7452,293323902,1347978819
403,9.80E-08,EastAfrica,EasternEurope,2144,293323902,312744208
440,0.00057556,EasternEurope,EasternEurope,12309889,293323902,293323902
488,0.000113864,FrenchEurope,EasternEurope,1500653,293323902,76430051
527,2.17E-07,FrenchWestAfrica,EasternEurope,4700,293323902,304167444
544,0.00027473,GermanEurope,EasternEurope,4189422,293323902,114616640
590,4.84E-08,IndianSubcontinent,EasternEurope,1906,293323902,1601926753
637,1.97E-05,ItalianEurope,EasternEurope,246681,293323902,66608219
658,3.02E-07,Japan,EasternEurope,4796,293323902,128070000
710,6.60E-09,Korea,EasternEurope,86,293323902,74145711
724,2.24E-08,Madagascar,EasternEurope,186,293323902,21151640
772,3.00E-08,Melanesia,EasternEurope,183,293323902,8982274
818,7.64E-08,MiddleAfrica,EasternEurope,1140,293323902,107982268
848,9.60E-05,NordicCountries,EasternEurope,925612,293323902,32071316
869,1.26E-06,NorthAfrica,EasternEurope,23694,293323902,203829916
930,3.88E-08,PersianMiddleEast,EasternEurope,570,293323902,103370678
967,2.87E-06,Portugal,EasternEurope,18554,293323902,10573100
977,0.000323277,RussianAsia,EasternEurope,3794993,293323902,55419091
1014,1.33E-09,Somalia,EasternEurope,9,293323902,12053223
1052,2.10E-07,SoutheastAsia,EasternEurope,5787,293323902,595790239
1089,8.93E-07,SouthernAfrica,EasternEurope,10681,293323902,58410862.36
1138,1.08E-05,Spain,EasternEurope,118945,293323902,46576897
1183,2.61E-06,SpanishSouthAmerica,EasternEurope,48571,293323902,198246902
1218,3.76E-05,Tajikistan,EasternEurope,216084,293323902,7641630
1234,3.63E-05,TurkishMiddleEast,EasternEurope,533510,293323902,103089615
1294,6.46E-05,USA,EasternEurope,1408885,293323902,309413317
5,1.68E-07,Angola,FrenchEurope,455,76430051,23369131
42,8.03E-06,ArabicMiddleEast,FrenchEurope,40231,76430051,129306537
82,1.12E-06,ArabicWestAfrica,FrenchEurope,1551,76430051,3609543
134,8.58E-06,AustrailiaNewZealand,FrenchEurope,24241,76430051,26382450
179,7.11E-06,BalkanPeninsula,FrenchEurope,20397,76430051,27436867
183,1.68E-06,Brazil,FrenchEurope,9776,76430051,196796269
243,3.45E-05,BritishIsles,FrenchEurope,136827,76430051,67406592
280,3.22E-05,Canada,FrenchEurope,99617,76430051,34005274
301,3.30E-05,Caribbean,FrenchEurope,109181,76430051,40878080
358,1.57E-06,CentralAmerica,FrenchEurope,8479,76430051,160556595
392,1.26E-07,ChineseAsia,FrenchEurope,1468,76430051,1347978819
413,1.34E-05,EastAfrica,FrenchEurope,92122,76430051,312744208
451,7.35E-06,EasternEurope,FrenchEurope,49475,76430051,293323902
486,5.02E-05,FrenchEurope,FrenchEurope,208140,76430051,76430051
519,1.06E-05,FrenchWestAfrica,FrenchEurope,72056,76430051,304167444
557,6.00E-05,GermanEurope,FrenchEurope,287941,76430051,114616640
597,2.88E-07,IndianSubcontinent,FrenchEurope,3574,76430051,1601926753
646,1.45E-05,ItalianEurope,FrenchEurope,57296,76430051,66608219
649,9.99E-07,Japan,FrenchEurope,4986,76430051,128070000
691,2.92E-07,Korea,FrenchEurope,1199,76430051,74145711
742,5.27E-06,Madagascar,FrenchEurope,13752,76430051,21151640
780,1.31E-05,Melanesia,FrenchEurope,25201,76430051,8982274
814,2.26E-05,MiddleAfrica,FrenchEurope,106062,76430051,107982268
835,6.15E-06,NordicCountries,FrenchEurope,18641,76430051,32071316
899,1.48E-05,NorthAfrica,FrenchEurope,87626,76430051,203829916
929,1.34E-08,PersianMiddleEast,FrenchEurope,62,76430051,103370678
954,4.94E-05,Portugal,FrenchEurope,100382,76430051,10573100
1001,8.12E-09,RussianAsia,FrenchEurope,30,76430051,55419091
1027,6.24E-08,Somalia,FrenchEurope,133,76430051,12053223
1079,1.07E-06,SoutheastAsia,FrenchEurope,9252,76430051,595790239
1081,1.94E-06,SouthernAfrica,FrenchEurope,7293,76430051,58410862.36
1120,4.33E-05,Spain,FrenchEurope,150021,76430051,46576897
1186,7.95E-06,SpanishSouthAmerica,FrenchEurope,46426,76430051,198246902
1197,0,Tajikistan,FrenchEurope,0,76430051,7641630
1260,5.36E-06,TurkishMiddleEast,FrenchEurope,24726,76430051,103089615
1288,3.52E-05,USA,FrenchEurope,241121,76430051,309413317
14,7.93E-07,Angola,FrenchWestAfrica,7039,304167444,23369131
37,1.78E-06,ArabicMiddleEast,FrenchWestAfrica,29321,304167444,129306537
81,1.22E-05,ArabicWestAfrica,FrenchWestAfrica,55164,304167444,3609543
142,5.98E-07,AustrailiaNewZealand,FrenchWestAfrica,5545,304167444,26382450
167,3.77E-07,BalkanPeninsula,FrenchWestAfrica,3548,304167444,27436867
210,2.70E-08,Brazil,FrenchWestAfrica,516,304167444,196796269
236,1.22E-05,BritishIsles,FrenchWestAfrica,158445,304167444,67406592
283,3.62E-06,Canada,FrenchWestAfrica,36761,304167444,34005274
302,1.66E-07,Caribbean,FrenchWestAfrica,1807,304167444,40878080
354,2.39E-08,CentralAmerica,FrenchWestAfrica,425,304167444,160556595
363,2.78E-08,ChineseAsia,FrenchWestAfrica,1062,304167444,1347978819
415,2.16E-06,EastAfrica,FrenchWestAfrica,48843,304167444,312744208
454,2.11E-07,EasternEurope,FrenchWestAfrica,4645,304167444,293323902
474,2.38E-06,FrenchEurope,FrenchWestAfrica,32355,304167444,76430051
534,0.000208894,FrenchWestAfrica,FrenchWestAfrica,4670070,304167444,304167444
554,9.50E-06,GermanEurope,FrenchWestAfrica,149445,304167444,114616640
593,3.82E-07,IndianSubcontinent,FrenchWestAfrica,15531,304167444,1601926753
618,1.08E-05,ItalianEurope,FrenchWestAfrica,139765,304167444,66608219
680,2.59E-07,Japan,FrenchWestAfrica,4246,304167444,128070000
693,1.86E-09,Korea,FrenchWestAfrica,25,304167444,74145711
744,1.83E-08,Madagascar,FrenchWestAfrica,157,304167444,21151640
786,3.02E-09,Melanesia,FrenchWestAfrica,19,304167444,8982274
803,1.52E-05,MiddleAfrica,FrenchWestAfrica,233968,304167444,107982268
855,1.38E-06,NordicCountries,FrenchWestAfrica,13687,304167444,32071316
887,1.73E-06,NorthAfrica,FrenchWestAfrica,33574,304167444,203829916
931,1.10E-08,PersianMiddleEast,FrenchWestAfrica,167,304167444,103370678
958,9.70E-06,Portugal,FrenchWestAfrica,64734,304167444,10573100
984,3.96E-09,RussianAsia,FrenchWestAfrica,48,304167444,55419091
1033,8.72E-09,Somalia,FrenchWestAfrica,61,304167444,12053223
1046,5.41E-08,SoutheastAsia,FrenchWestAfrica,1541,304167444,595790239
1109,1.10E-06,SouthernAfrica,FrenchWestAfrica,13543,304167444,58410862.36
1119,3.24E-06,Spain,FrenchWestAfrica,36857,304167444,46576897
1162,6.14E-08,SpanishSouthAmerica,FrenchWestAfrica,1177,304167444,198246902
1212,0,Tajikistan,FrenchWestAfrica,0,304167444,7641630
1249,3.73E-08,TurkishMiddleEast,FrenchWestAfrica,565,304167444,103089615
1289,1.51E-05,USA,FrenchWestAfrica,339858,304167444,309413317
29,1.69E-07,Angola,GermanEurope,649,114616640,23369131
50,1.28E-05,ArabicMiddleEast,GermanEurope,90622,114616640,129306537
73,3.83E-08,ArabicWestAfrica,GermanEurope,75,114616640,3609543
126,6.35E-05,AustrailiaNewZealand,GermanEurope,254297,114616640,26382450
148,1.66E-05,BalkanPeninsula,GermanEurope,67469,114616640,27436867
206,3.53E-06,Brazil,GermanEurope,29173,114616640,196796269
231,7.38E-05,BritishIsles,GermanEurope,414385,114616640,67406592
271,7.85E-05,Canada,GermanEurope,344675,114616640,34005274
293,4.29E-06,Caribbean,GermanEurope,20099,114616640,40878080
333,1.77E-06,CentralAmerica,GermanEurope,13574,114616640,160556595
379,1.15E-07,ChineseAsia,GermanEurope,1900,114616640,1347978819
418,9.39E-07,EastAfrica,GermanEurope,9160,114616640,312744208
456,1.67E-05,EasternEurope,GermanEurope,159307,114616640,293323902
499,8.40E-05,FrenchEurope,GermanEurope,493646,114616640,76430051
525,7.70E-07,FrenchWestAfrica,GermanEurope,7436,114616640,304167444
567,0.000111595,GermanEurope,GermanEurope,758453,114616640,114616640
610,2.86E-07,IndianSubcontinent,GermanEurope,5022,114616640,1601926753
620,1.96E-05,ItalianEurope,GermanEurope,109615,114616640,66608219
672,7.10E-07,Japan,GermanEurope,5022,114616640,128070000
716,1.70E-07,Korea,GermanEurope,989,114616640,74145711
745,1.66E-07,Madagascar,GermanEurope,613,114616640,21151640
788,4.40E-07,Melanesia,GermanEurope,1196,114616640,8982274
795,3.56E-07,MiddleAfrica,GermanEurope,2370,114616640,107982268
844,2.70E-05,NordicCountries,GermanEurope,115940,114616640,32071316
867,1.87E-06,NorthAfrica,GermanEurope,15662,114616640,203829916
912,5.57E-08,PersianMiddleEast,GermanEurope,365,114616640,103370678
939,1.46E-05,Portugal,GermanEurope,42075,114616640,10573100
1003,1.27E-07,RussianAsia,GermanEurope,662,114616640,55419091
1031,5.30E-09,Somalia,GermanEurope,16,114616640,12053223
1048,1.43E-06,SoutheastAsia,GermanEurope,17536,114616640,595790239
1087,7.15E-06,SouthernAfrica,GermanEurope,38109,114616640,58410862.36
1130,3.55E-05,Spain,GermanEurope,174651,114616640,46576897
1167,6.25E-06,SpanishSouthAmerica,GermanEurope,51781,114616640,198246902
1204,0,Tajikistan,GermanEurope,0,114616640,7641630
1231,4.88E-05,TurkishMiddleEast,GermanEurope,319481,114616640,103089615
1262,0.000152431,USA,GermanEurope,1481220,114616640,309413317
6,5.78E-09,Angola,IndianSubcontinent,214,1601926753,23369131
72,6.71E-05,ArabicMiddleEast,IndianSubcontinent,4601595,1601926753,129306537
88,1.27E-09,ArabicWestAfrica,IndianSubcontinent,24,1601926753,3609543
113,5.17E-06,AustrailiaNewZealand,IndianSubcontinent,199899,1601926753,26382450
168,6.61E-07,BalkanPeninsula,IndianSubcontinent,25930,1601926753,27436867
189,1.19E-08,Brazil,IndianSubcontinent,953,1601926753,196796269
217,1.94E-05,BritishIsles,IndianSubcontinent,1051056,1601926753,67406592
255,1.20E-05,Canada,IndianSubcontinent,507671,1601926753,34005274
310,1.14E-07,Caribbean,IndianSubcontinent,5175,1601926753,40878080
343,4.32E-08,CentralAmerica,IndianSubcontinent,3203,1601926753,160556595
391,5.86E-07,ChineseAsia,IndianSubcontinent,93453,1601926753,1347978819
405,5.32E-07,EastAfrica,IndianSubcontinent,50178,1601926753,312744208
453,4.38E-08,EasternEurope,IndianSubcontinent,4036,1601926753,293323902
492,4.45E-06,FrenchEurope,IndianSubcontinent,252776,1601926753,76430051
522,1.39E-07,FrenchWestAfrica,IndianSubcontinent,12982,1601926753,304167444
565,3.56E-06,GermanEurope,IndianSubcontinent,233956,1601926753,114616640
578,6.21E-05,IndianSubcontinent,IndianSubcontinent,10539634,1601926753,1601926753
640,2.48E-06,ItalianEurope,IndianSubcontinent,133858,1601926753,66608219
654,4.18E-07,Japan,IndianSubcontinent,28546,1601926753,128070000
719,2.17E-07,Korea,IndianSubcontinent,12194,1601926753,74145711
722,2.50E-07,Madagascar,IndianSubcontinent,8920,1601926753,21151640
759,2.17E-07,Melanesia,IndianSubcontinent,5708,1601926753,8982274
824,4.46E-07,MiddleAfrica,IndianSubcontinent,28663,1601926753,107982268
862,1.82E-06,NordicCountries,IndianSubcontinent,75362,1601926753,32071316
880,1.03E-07,NorthAfrica,IndianSubcontinent,8301,1601926753,203829916
917,1.32E-06,PersianMiddleEast,IndianSubcontinent,83681,1601926753,103370678
948,2.58E-07,Portugal,IndianSubcontinent,7189,1601926753,10573100
994,1.44E-08,RussianAsia,IndianSubcontinent,727,1601926753,55419091
1032,7.95E-09,Somalia,IndianSubcontinent,232,1601926753,12053223
1057,3.71E-06,SoutheastAsia,IndianSubcontinent,441394,1601926753,595790239
1116,5.57E-07,SouthernAfrica,IndianSubcontinent,28709,1601926753,58410862.36
1142,3.75E-07,Spain,IndianSubcontinent,17825,1601926753,46576897
1173,2.65E-08,SpanishSouthAmerica,IndianSubcontinent,2120,1601926753,198246902
1216,0,Tajikistan,IndianSubcontinent,0,1601926753,7641630
1227,3.64E-08,TurkishMiddleEast,IndianSubcontinent,2300,1601926753,103089615
1268,1.50E-05,USA,IndianSubcontinent,1406539,1601926753,309413317
15,7.11E-08,Angola,ItalianEurope,171,66608219,23369131
64,7.12E-07,ArabicMiddleEast,ItalianEurope,3167,66608219,129306537
79,4.81E-08,ArabicWestAfrica,ItalianEurope,59,66608219,3609543
120,0.000108843,AustrailiaNewZealand,ItalianEurope,273344,66608219,26382450
175,0.000193115,BalkanPeninsula,ItalianEurope,491869,66608219,27436867
187,1.09E-05,Brazil,ItalianEurope,56267,66608219,196796269
247,3.71E-05,BritishIsles,ItalianEurope,130543,66608219,67406592
256,0.000128959,Canada,ItalianEurope,354848,66608219,34005274
291,3.42E-06,Caribbean,ItalianEurope,10055,66608219,40878080
330,1.47E-06,CentralAmerica,ItalianEurope,7061,66608219,160556595
378,2.13E-08,ChineseAsia,ItalianEurope,220,66608219,1347978819
407,7.19E-07,EastAfrica,ItalianEurope,4396,66608219,312744208
461,3.08E-06,EasternEurope,ItalianEurope,18437,66608219,293323902
490,0.000134923,FrenchEurope,ItalianEurope,496931,66608219,76430051
506,4.98E-07,FrenchWestAfrica,ItalianEurope,3015,66608219,304167444
571,0.000370788,GermanEurope,ItalianEurope,1580115,66608219,114616640
591,2.60E-08,IndianSubcontinent,ItalianEurope,286,66608219,1601926753
639,8.75E-05,ItalianEurope,ItalianEurope,306545,66608219,66608219
667,3.29E-07,Japan,ItalianEurope,1459,66608219,128070000
706,3.02E-09,Korea,ItalianEurope,11,66608219,74145711
751,1.42E-07,Madagascar,ItalianEurope,329,66608219,21151640
790,1.38E-07,Melanesia,ItalianEurope,235,66608219,8982274
817,7.53E-07,MiddleAfrica,ItalianEurope,3140,66608219,107982268
841,7.93E-06,NordicCountries,ItalianEurope,21352,66608219,32071316
883,2.64E-06,NorthAfrica,ItalianEurope,13842,66608219,203829916
908,3.41E-09,PersianMiddleEast,ItalianEurope,14,66608219,103370678
961,1.04E-06,Portugal,ItalianEurope,1885,66608219,10573100
1007,3.41E-08,RussianAsia,ItalianEurope,112,66608219,55419091
1028,6.34E-09,Somalia,ItalianEurope,12,66608219,12053223
1076,5.60E-07,SoutheastAsia,ItalianEurope,4320,66608219,595790239
1111,3.73E-06,SouthernAfrica,ItalianEurope,12458,66608219,58410862.36
1122,7.36E-06,Spain,ItalianEurope,22693,66608219,46576897
1181,5.77E-05,SpanishSouthAmerica,ItalianEurope,299728,66608219,198246902
1217,0,Tajikistan,ItalianEurope,0,66608219,7641630
1240,1.56E-06,TurkishMiddleEast,ItalianEurope,6380,66608219,103089615
1291,0.000106276,USA,ItalianEurope,647537,66608219,309413317
30,1.42E-09,Angola,Japan,6,128070000,23369131
54,1.66E-07,ArabicMiddleEast,Japan,1294,128070000,129306537
105,0,ArabicWestAfrica,Japan,0,128070000,3609543
109,7.62E-06,AustrailiaNewZealand,Japan,33589,128070000,26382450
159,1.78E-07,BalkanPeninsula,Japan,797,128070000,27436867
211,7.80E-06,Brazil,Japan,70837,128070000,196796269
241,9.78E-06,BritishIsles,Japan,60415,128070000,67406592
273,5.48E-06,Canada,Japan,26474,128070000,34005274
297,4.03E-07,Caribbean,Japan,2078,128070000,40878080
357,4.73E-07,CentralAmerica,Japan,3992,128070000,160556595
377,8.02E-07,ChineseAsia,Japan,14560,128070000,1347978819
425,5.97E-08,EastAfrica,Japan,641,128070000,312744208
462,1.45E-07,EasternEurope,Japan,1525,128070000,293323902
498,2.37E-06,FrenchEurope,Japan,15290,128070000,76430051
511,1.23E-08,FrenchWestAfrica,Japan,131,128070000,304167444
548,5.92E-06,GermanEurope,Japan,44272,128070000,114616640
585,5.58E-08,IndianSubcontinent,Japan,1078,128070000,1601926753
627,1.16E-06,ItalianEurope,Japan,7157,128070000,66608219
657,0,Japan,Japan,0,128070000,128070000
699,2.15E-06,Korea,Japan,13713,128070000,74145711
731,1.77E-08,Madagascar,Japan,72,128070000,21151640
758,1.46E-07,Melanesia,Japan,437,128070000,8982274
796,1.98E-08,MiddleAfrica,Japan,145,128070000,107982268
838,1.09E-06,NordicCountries,Japan,5169,128070000,32071316
879,2.15E-07,NorthAfrica,Japan,1980,128070000,203829916
904,1.94E-09,PersianMiddleEast,Japan,14,128070000,103370678
945,0,Portugal,Japan,0,128070000,10573100
1004,4.86E-09,RussianAsia,Japan,28,128070000,55419091
1009,0,Somalia,Japan,0,128070000,12053223
1053,2.97E-06,SoutheastAsia,Japan,40213,128070000,595790239
1114,1.51E-07,SouthernAfrica,Japan,886,128070000,58410862.36
1127,4.71E-07,Spain,Japan,2545,128070000,46576897
1153,1.54E-06,SpanishSouthAmerica,Japan,13988,128070000,198246902
1215,0,Tajikistan,Japan,0,128070000,7641630
1232,2.78E-07,TurkishMiddleEast,Japan,2000,128070000,103089615
1281,4.68E-05,USA,Japan,500589,128070000,309413317
27,7.59E-10,Angola,Korea,2,74145711,23369131
39,9.12E-08,ArabicMiddleEast,Korea,445,74145711,129306537
77,5.65E-08,ArabicWestAfrica,Korea,76,74145711,3609543
128,2.03E-05,AustrailiaNewZealand,Korea,55997,74145711,26382450
178,1.06E-07,BalkanPeninsula,Korea,295,74145711,27436867
212,1.52E-06,Brazil,Korea,8633,74145711,196796269
220,2.88E-06,BritishIsles,Korea,11132,74145711,67406592
276,2.67E-05,Canada,Korea,80648,74145711,34005274
318,2.36E-07,Caribbean,Korea,761,74145711,40878080
334,7.03E-07,CentralAmerica,Korea,3709,74145711,160556595
396,1.27E-05,ChineseAsia,Korea,143633,74145711,1347978819
429,5.31E-08,EastAfrica,Korea,356,74145711,312744208
435,5.83E-08,EasternEurope,Korea,382,74145711,293323902
503,1.87E-06,FrenchEurope,Korea,7555,74145711,76430051
518,5.84E-08,FrenchWestAfrica,Korea,388,74145711,304167444
576,6.84E-06,GermanEurope,Korea,31952,74145711,114616640
592,5.84E-08,IndianSubcontinent,Korea,705,74145711,1601926753
617,1.03E-06,ItalianEurope,Korea,3948,74145711,66608219
666,0.00014107,Japan,Korea,686104,74145711,128070000
697,0.000109093,Korea,Korea,435814,74145711,74145711
749,4.88E-08,Madagascar,Korea,124,74145711,21151640
766,1.07E-07,Melanesia,Korea,200,74145711,8982274
805,3.52E-08,MiddleAfrica,Korea,161,74145711,107982268
845,8.00E-06,NordicCountries,Korea,23626,74145711,32071316
865,1.02E-07,NorthAfrica,Korea,585,74145711,203829916
918,8.88E-10,PersianMiddleEast,Korea,4,74145711,103370678
962,0,Portugal,Korea,0,74145711,10573100
985,8.31E-08,RussianAsia,Korea,299,74145711,55419091
1017,4.81E-10,Somalia,Korea,1,74145711,12053223
1073,1.04E-06,SoutheastAsia,Korea,8763,74145711,595790239
1093,2.22E-07,SouthernAfrica,Korea,815,74145711,58410862.36
1128,5.15E-07,Spain,Korea,1741,74145711,46576897
1166,2.53E-06,SpanishSouthAmerica,Korea,14384,74145711,198246902
1199,0,Tajikistan,Korea,0,74145711,7641630
1247,1.21E-07,TurkishMiddleEast,Korea,543,74145711,103089615
1293,0.000136449,USA,Korea,911671,74145711,309413317
3,5.58E-09,Angola,Madagascar,5,21151640,23369131
38,1.63E-08,ArabicMiddleEast,Madagascar,27,21151640,129306537
101,0,ArabicWestAfrica,Madagascar,0,21151640,3609543
118,1.93E-07,AustrailiaNewZealand,Madagascar,181,21151640,26382450
165,1.52E-07,BalkanPeninsula,Madagascar,144,21151640,27436867
205,2.64E-08,Brazil,Madagascar,51,21151640,196796269
249,2.40E-05,BritishIsles,Madagascar,31488,21151640,67406592
257,1.85E-06,Canada,Madagascar,1895,21151640,34005274
309,9.97E-07,Caribbean,Madagascar,1093,21151640,40878080
326,3.90E-09,CentralAmerica,Madagascar,7,21151640,160556595
362,5.96E-09,ChineseAsia,Madagascar,23,21151640,1347978819
428,6.92E-06,EastAfrica,Madagascar,15777,21151640,312744208
458,2.51E-07,EasternEurope,Madagascar,560,21151640,293323902
500,2.34E-06,FrenchEurope,Madagascar,3219,21151640,76430051
520,5.54E-08,FrenchWestAfrica,Madagascar,125,21151640,304167444
564,2.16E-06,GermanEurope,Madagascar,3436,21151640,114616640
584,3.87E-08,IndianSubcontinent,Madagascar,159,21151640,1601926753
638,8.42E-07,ItalianEurope,Madagascar,1101,21151640,66608219
683,7.26E-08,Japan,Madagascar,120,21151640,128070000
705,0,Korea,Madagascar,0,21151640,74145711
727,0,Madagascar,Madagascar,0,21151640,21151640
763,0,Melanesia,Madagascar,0,21151640,8982274
799,1.04E-07,MiddleAfrica,Madagascar,162,21151640,107982268
864,4.84E-07,NordicCountries,Madagascar,486,21151640,32071316
893,1.10E-06,NorthAfrica,Madagascar,2141,21151640,203829916
921,1.31E-09,PersianMiddleEast,Madagascar,2,21151640,103370678
963,0,Portugal,Madagascar,0,21151640,10573100
996,0,RussianAsia,Madagascar,0,21151640,55419091
1015,5.66E-09,Somalia,Madagascar,4,21151640,12053223
1060,2.09E-09,SoutheastAsia,Madagascar,6,21151640,595790239
1096,2.15E-07,SouthernAfrica,Madagascar,268,21151640,58410862.36
1136,1.31E-07,Spain,Madagascar,150,21151640,46576897
1157,2.51E-07,SpanishSouthAmerica,Madagascar,485,21151640,198246902
1221,0,Tajikistan,Madagascar,0,21151640,7641630
1241,0,TurkishMiddleEast,Madagascar,0,21151640,103089615
1296,1.55E-06,USA,Madagascar,3522,21151640,309413317
20,6.99E-09,Angola,Melanesia,3,8982274,23369131
63,2.77E-08,ArabicMiddleEast,Melanesia,22,8982274,129306537
98,0,ArabicWestAfrica,Melanesia,0,8982274,3609543
130,0.000217908,AustrailiaNewZealand,Melanesia,97692,8982274,26382450
154,7.26E-08,BalkanPeninsula,Melanesia,33,8982274,27436867
185,2.38E-08,Brazil,Melanesia,22,8982274,196796269
245,1.69E-07,BritishIsles,Melanesia,106,8982274,67406592
265,4.60E-05,Canada,Melanesia,22601,8982274,34005274
290,2.29E-08,Caribbean,Melanesia,12,8982274,40878080
359,1.40E-08,CentralAmerica,Melanesia,12,8982274,160556595
367,6.87E-08,ChineseAsia,Melanesia,127,8982274,1347978819
408,5.15E-06,EastAfrica,Melanesia,5625,8982274,312744208
445,5.34E-08,EasternEurope,Melanesia,57,8982274,293323902
477,1.45E-05,FrenchEurope,Melanesia,9503,8982274,76430051
532,0,FrenchWestAfrica,Melanesia,0,8982274,304167444
550,4.05E-07,GermanEurope,Melanesia,308,8982274,114616640
589,6.51E-07,IndianSubcontinent,Melanesia,1280,8982274,1601926753
643,6.23E-08,ItalianEurope,Melanesia,39,8982274,66608219
682,2.66E-07,Japan,Melanesia,211,8982274,128070000
701,1.54E-09,Korea,Melanesia,1,8982274,74145711
732,0,Madagascar,Melanesia,0,8982274,21151640
785,2.61E-05,Melanesia,Melanesia,7942,8982274,8982274
825,1.48E-08,MiddleAfrica,Melanesia,11,8982274,107982268
829,3.14E-07,NordicCountries,Melanesia,151,8982274,32071316
892,1.71E-08,NorthAfrica,Melanesia,16,8982274,203829916
910,1.64E-08,PersianMiddleEast,Melanesia,12,8982274,103370678
966,0,Portugal,Melanesia,0,8982274,10573100
998,4.44E-08,RussianAsia,Melanesia,26,8982274,55419091
1022,0,Somalia,Melanesia,0,8982274,12053223
1074,5.97E-07,SoutheastAsia,Melanesia,822,8982274,595790239
1098,1.12E-07,SouthernAfrica,Melanesia,67,8982274,58410862.36
1131,1.05E-07,Spain,Melanesia,58,8982274,46576897
1174,2.47E-07,SpanishSouthAmerica,Melanesia,229,8982274,198246902
1190,0,Tajikistan,Melanesia,0,8982274,7641630
1228,1.50E-08,TurkishMiddleEast,Melanesia,11,8982274,103089615
1278,3.94E-05,USA,Melanesia,42821,8982274,309413317
21,2.63E-06,Angola,MiddleAfrica,9584,107982268,23369131
58,1.74E-06,ArabicMiddleEast,MiddleAfrica,11738,107982268,129306537
85,3.24E-07,ArabicWestAfrica,MiddleAfrica,602,107982268,3609543
112,1.83E-07,AustrailiaNewZealand,MiddleAfrica,696,107982268,26382450
163,1.90E-07,BalkanPeninsula,MiddleAfrica,733,107982268,27436867
193,2.15E-08,Brazil,MiddleAfrica,169,107982268,196796269
237,3.69E-06,BritishIsles,MiddleAfrica,19659,107982268,67406592
285,3.31E-06,Canada,MiddleAfrica,13794,107982268,34005274
304,3.12E-08,Caribbean,MiddleAfrica,139,107982268,40878080
350,1.65E-08,CentralAmerica,MiddleAfrica,120,107982268,160556595
368,8.42E-09,ChineseAsia,MiddleAfrica,132,107982268,1347978819
404,5.06E-05,EastAfrica,MiddleAfrica,469069,107982268,312744208
467,3.12E-07,EasternEurope,MiddleAfrica,2824,107982268,293323902
