,k,destRegion,originRegion,migrations,originPop,destPop
648,8.82E-08,ItalianEurope,Tajikistan,48,7641630,66608219
674,4.35E-08,Japan,Tajikistan,30,7641630,128070000
709,3.00E-08,Korea,Tajikistan,17,7641630,74145711
756,0,Madagascar,Tajikistan,0,7641630,21151640
770,0,Melanesia,Tajikistan,0,7641630,8982274
828,4.01E-08,MiddleAfrica,Tajikistan,26,7641630,107982268
837,4.29E-06,NordicCountries,Tajikistan,1794,7641630,32071316
878,7.24E-08,NorthAfrica,Tajikistan,59,7641630,203829916
926,0,PersianMiddleEast,Tajikistan,0,7641630,103370678
965,0,Portugal,Tajikistan,0,7641630,10573100
989,0.000235422,RussianAsia,Tajikistan,119979,7641630,55419091
1013,0,Somalia,Tajikistan,0,7641630,12053223
1063,1.51E-06,SoutheastAsia,Tajikistan,1804,7641630,595790239
1101,3.27E-08,SouthernAfrica,Tajikistan,17,7641630,58410862.36
1134,1.46E-08,Spain,Tajikistan,7,7641630,46576897
1179,8.68E-09,SpanishSouthAmerica,Tajikistan,7,7641630,198246902
1219,0,Tajikistan,Tajikistan,0,7641630,7641630
1229,4.22E-07,TurkishMiddleEast,Tajikistan,269,7641630,103089615
1271,2.04E-06,USA,Tajikistan,1927,7641630,309413317
32,1.43E-09,Angola,TurkishMiddleEast,5,103089615,23369131
70,9.84E-05,ArabicMiddleEast,TurkishMiddleEast,637872,103089615,129306537
92,5.15E-08,ArabicWestAfrica,TurkishMiddleEast,92,103089615,3609543
123,1.61E-05,AustrailiaNewZealand,TurkishMiddleEast,59028,103089615,26382450
158,4.33E-06,BalkanPeninsula,TurkishMiddleEast,16065,103089615,27436867
203,9.70E-08,Brazil,TurkishMiddleEast,731,103089615,196796269
219,5.15E-06,BritishIsles,TurkishMiddleEast,26372,103089615,67406592
284,1.08E-05,Canada,TurkishMiddleEast,43200,103089615,34005274
306,5.86E-08,Caribbean,TurkishMiddleEast,251,103089615,40878080
336,6.05E-08,CentralAmerica,TurkishMiddleEast,424,103089615,160556595
374,1.35E-07,ChineseAsia,TurkishMiddleEast,2039,103089615,1347978819
409,6.72E-08,EastAfrica,TurkishMiddleEast,598,103089615,312744208
459,1.24E-06,EasternEurope,TurkishMiddleEast,10750,103089615,293323902
501,2.76E-05,FrenchEurope,TurkishMiddleEast,148199,103089615,76430051
507,3.20E-08,FrenchWestAfrica,TurkishMiddleEast,282,103089615,304167444
561,0.000409873,GermanEurope,TurkishMiddleEast,2542979,103089615,114616640
598,4.91E-08,IndianSubcontinent,TurkishMiddleEast,787,103089615,1601926753
621,2.19E-06,ItalianEurope,TurkishMiddleEast,11187,103089615,66608219
684,1.33E-07,Japan,TurkishMiddleEast,860,103089615,128070000
686,3.58E-09,Korea,TurkishMiddleEast,19,103089615,74145711
754,8.88E-10,Madagascar,TurkishMiddleEast,3,103089615,21151640
773,4.72E-08,Melanesia,TurkishMiddleEast,117,103089615,8982274
794,9.04E-08,MiddleAfrica,TurkishMiddleEast,549,103089615,107982268
834,3.68E-05,NordicCountries,TurkishMiddleEast,144395,103089615,32071316
898,1.03E-06,NorthAfrica,TurkishMiddleEast,7870,103089615,203829916
923,2.85E-05,PersianMiddleEast,TurkishMiddleEast,170360,103089615,103370678
970,0,Portugal,TurkishMiddleEast,0,103089615,10573100
981,2.72E-07,RussianAsia,TurkishMiddleEast,1300,103089615,55419091
1040,1.45E-09,Somalia,TurkishMiddleEast,4,103089615,12053223
1068,2.40E-07,SoutheastAsia,TurkishMiddleEast,2700,103089615,595790239
1107,1.15E-07,SouthernAfrica,TurkishMiddleEast,559,103089615,58410862.36
1124,3.91E-07,Spain,TurkishMiddleEast,1755,103089615,46576897
1177,3.30E-07,SpanishSouthAmerica,TurkishMiddleEast,2497,103089615,198246902
1210,0,Tajikistan,TurkishMiddleEast,0,103089615,7641630
1238,1.55E-06,TurkishMiddleEast,TurkishMiddleEast,9261,103089615,103089615
1265,2.12E-05,USA,TurkishMiddleEast,187683,103089615,309413317
33,1.11E-09,Angola,USA,10,309413317,23369131
61,1.03E-05,ArabicMiddleEast,USA,171584,309413317,129306537
108,2.57E-08,ArabicWestAfrica,USA,118,309413317,3609543
132,7.11E-06,AustrailiaNewZealand,USA,66895,309413317,26382450
161,2.62E-06,BalkanPeninsula,USA,25028,309413317,27436867
202,7.19E-07,Brazil,USA,13954,309413317,196796269
251,1.44E-05,BritishIsles,USA,189265,309413317,67406592
268,2.65E-05,Canada,USA,272836,309413317,34005274
294,2.74E-05,Caribbean,USA,301804,309413317,40878080
342,2.13E-05,CentralAmerica,USA,384806,309413317,160556595
387,1.20E-06,ChineseAsia,USA,46646,309413317,1347978819
420,3.49E-07,EastAfrica,USA,7989,309413317,312744208
465,8.24E-07,EasternEurope,USA,18462,309413317,293323902
476,6.93E-06,FrenchEurope,USA,95677,309413317,76430051
516,1.44E-06,FrenchWestAfrica,USA,32737,309413317,304167444
562,9.97E-06,GermanEurope,USA,159244,309413317,114616640
579,3.42E-07,IndianSubcontinent,USA,14100,309413317,1601926753
645,2.12E-06,ItalianEurope,USA,27798,309413317,66608219
661,3.02E-06,Japan,USA,50202,309413317,128070000
715,9.40E-07,Korea,USA,12830,309413317,74145711
739,2.66E-08,Madagascar,USA,231,309413317,21151640
787,2.62E-07,Melanesia,USA,1671,309413317,8982274
813,2.22E-07,MiddleAfrica,USA,3475,309413317,107982268
859,4.39E-06,NordicCountries,USA,44310,309413317,32071316
873,8.14E-07,NorthAfrica,USA,15982,309413317,203829916
936,1.48E-08,PersianMiddleEast,USA,227,309413317,103370678
953,9.90E-07,Portugal,USA,6700,309413317,10573100
975,1.48E-08,RussianAsia,USA,182,309413317,55419091
1026,5.50E-09,Somalia,USA,39,309413317,12053223
1064,2.08E-06,SoutheastAsia,USA,60059,309413317,595790239
1084,6.97E-07,SouthernAfrica,USA,8731,309413317,58410862.36
1148,1.49E-06,Spain,USA,17204,309413317,46576897
1165,3.43E-06,SpanishSouthAmerica,USA,66656,309413317,198246902
1211,0,Tajikistan,USA,0,309413317,7641630
1256,8.87E-07,TurkishMiddleEast,USA,13639,309413317,103089615
1270,8.23E-07,USA,USA,18795,309413317,309413317
